"VAR2","VAR3","STATE","N","Avg_DBH","Min_DBH","Max_DBH","SD(PE)","SD(PE%)","MEAN(PE)","MEAN(PE%)","MEAN(APE)","MEAN(APE%)","SIGMA","RMSE","FI"
"Merch Stem Bark Volume","ST_BK_CV_MER",NA,4561,10.9186362639772,5,62.9,3.07804311344033,237.917621468674,-0.123506083580417,31.6941236898455,1.03434902020254,49.3768266344833,0.14389342718653,3.08018277188434,0.606808993847938
"Merch Stem Wood Volume","ST_WD_CV_MER",NA,4561,10.9186362639772,5,62.9,7.931012636224,22.0053898642867,-0.614779230290131,-1.59695853337095,2.88848439983903,15.5223576283949,0.324343276369569,7.95393763439234,0.941254285279853
"Merch Stem Wood+Bark Volume","ST_WDBK_CV_MER",NA,11722,9.95391571404197,5,62.9,5.43202302010677,16.3789966516856,-0.355516820521662,-0.414227092292284,1.99240046366833,11.6274198582968,0.247971009427122,5.44341336652204,0.963331179568433
"Stump Bark Volume","SP_BK_CV",NA,4966,10.3714256947241,1.2,62.9,0.138910789141907,NA,0.0479776879154037,Inf,0.0727402330891404,Inf,0.0076231926331,0.146949583918268,0.0650677511400778
"Stump Wood Volume","SP_WD_CV",NA,5046,10.3486127625842,1.2,62.9,0.361436631489941,29.1328604396608,0.0952397965404845,13.7889166017032,0.168754620536265,21.1346321906772,0.0177591262759708,0.373739439074798,0.893028325172753
"Stump Wood+Bark Volume","SP_WDBK_CV",NA,13510,9.20829015544041,1.2,62.9,0.548120568958627,27.3945129032274,-0.0842458499137516,-3.08502541829306,0.22518835601422,20.4749704063445,0.033121445200211,0.554536999023171,0.770904952172428
"Total Stem Bark Volume","ST_BK_CV_TOT",NA,4966,10.3714256947241,1.2,62.9,3.07336956374326,308.209918113572,-0.0683653142591373,33.4624909972908,1.00986599538198,48.8841960496829,0.143953680156664,3.07382046279129,0.610639723826588
"Total Stem Wood Volume","ST_WD_CV_TOT",NA,5046,10.3486127625842,1.2,62.9,7.50956391015337,17.6080728974309,-0.369181761637488,-0.0102865605655516,2.58218747848836,12.5386307046518,0.303390012146328,7.5178899567621,0.946658701203852
"Total Stem Wood+Bark Volume","ST_WDBK_CV_TOT",NA,13510,9.20829015544041,1.2,62.9,5.07622060359158,12.6657709434263,-0.315624893045508,0.327163752797754,1.72619259086925,9.25756000769939,0.229154954220156,5.08583595492191,0.96697965642923
"Sawlog Bark Volume","ST_BK_CV_SAW",NA,2073,15.1022672455379,9,62.9,4.42637501391834,75.3206694867205,-0.195626010944021,22.0525966855537,1.88501240882847,42.781594823223,0.195667505484883,4.42962909045256,0.495263304571214
"Sawlog Wood Volume","ST_WD_CV_SAW",NA,2073,15.1022672455379,9,62.9,11.917135465582,25.7898690121107,-1.12389842716709,-0.314065388168811,5.54546131958074,18.0464046700892,0.46615982140435,11.9671532488294,0.924106110440291
"Sawlog Wood+Bark Volume","ST_WDBK_CV_SAW",NA,5033,13.8156765348699,9,62.9,8.48899982250373,20.0044150410524,-0.816751291515587,-0.0627667415470556,4.00818069093083,13.8423089354852,0.372038952765141,8.52736081883965,0.948815828781375
"Merch Stem Bark Volume","ST_BK_CV_MER","OR",1651,14.2442156268928,5,72,4.7915803113679,21.6422365960181,0.022138797908337,2.17870554596094,1.80166395960682,16.5501576678252,0.145762534678267,4.79018013676432,0.975538820988598
"Merch Stem Wood Volume","ST_WD_CV_MER","OR",1661,14.2761589403974,5,72,15.972251733477,11.0060521514727,-2.96362434077823,-1.66557358664176,5.80161337434262,8.74240182255736,0.461056560932059,16.2401448506436,0.984314071080125
"Merch Stem Wood+Bark Volume","ST_WDBK_CV_MER","OR",1786,14.3013437849944,5,72,18.3465451425947,11.2280027876043,-1.7043969717256,-0.915937228224146,6.71650177859208,8.57802426512779,0.561363246079228,18.4204295351164,0.985992884719794
"Stump Bark Volume","SP_BK_CV","OR",1783,13.4618059450365,1,72,0.343907905320591,46.4768085509788,-0.118840144952189,-6.91908003957173,0.143740110886325,34.2716561017024,0.0113696648396261,0.363770936008923,0.769613684874827
"Stump Wood+Bark Volume","SP_WDBK_CV","OR",1926,13.5315160955348,1,72,0.744053797195427,21.9770713123288,-0.125170113995952,1.36391886867607,0.307706218841799,16.3340843517066,0.0251115094571683,0.75431834600856,0.926711517838158
"Total Stem Bark Volume","ST_BK_CV_TOT","OR",1783,13.4618059450365,1,72,4.69337027003716,20.9678527291788,-0.102984395289416,0.477611009522415,1.71075344447531,16.08804150159,0.14416131348687,4.6931839909686,0.976133499087699
"Total Stem Wood+Bark Volume","ST_WDBK_CV_TOT","OR",1926,13.5315160955348,1,72,18.0127025801399,11.8198209220195,-1.6339837895392,-0.400765521521836,6.29710673988402,7.84370381425554,0.548693164008109,18.0820047409242,0.986166610107791
"Sawlog Bark Volume","ST_BK_CV_SAW","OR",1167,17.13264781491,9,72,5.68715646290842,22.7074502916766,-0.0464826014665715,1.44176747541008,2.44732498468435,17.0175294388752,0.171089790376434,5.68490931953898,0.974068926284556
"Sawlog Wood Volume","ST_WD_CV_SAW","OR",1167,17.13264781491,9,72,18.9442749935478,12.9848531794908,-4.71351346943092,-3.69704582133113,8.27611465025733,10.2391665899328,0.560730356305491,19.5139754005399,0.982834168351565
"Sawlog Wood+Bark Volume","ST_WDBK_CV_SAW","OR",1269,17.1873916469661,9,72,21.8016003300776,12.8895212456198,-2.95946739822908,-2.571110653846,9.55496425734084,10.0815514079429,0.676801330902567,21.9930368444618,0.98469234700767
"Merch Stem Bark Volume","ST_BK_CV_MER","WA",1090,12.1366972477064,5,65.8,3.97963342960077,32.4733276249229,0.374943540895733,14.7909655029379,1.03469317211913,24.7259728524126,0.105865444283027,3.99543928656671,0.849447052885171
"Merch Stem Wood Volume","ST_WD_CV_MER","WA",1106,12.1583182640145,5,65.8,9.69633020088781,12.0827368166003,0.0793992021071367,2.00232687728576,3.0338930542329,9.04172148599288,0.291551034208703,9.69227092191686,0.988812231737592
"Merch Stem Wood+Bark Volume","ST_WDBK_CV_MER","WA",1133,12.3439541041483,5,65.8,7.72941604044485,11.8775077710008,0.630101819490804,3.33779405277005,3.31593862816782,8.85374568780317,0.306343280793369,7.75165594816493,0.99401343018809
"Stump Bark Volume","SP_BK_CV","WA",1213,11.2790601813685,1,65.8,0.160847868850678,NA,-0.0305128397730374,Inf,0.0776068451537685,Inf,0.00810068921985347,0.163651279670729,0.638890452207658
"Stump Wood Volume","SP_WD_CV","WA",3398,12.7444084755739,1,65.8,0.355070380437163,19.326809491914,-0.0270187901746227,2.02384086138979,0.177502561786886,15.218450506322,0.0168721426736532,0.356044782837996,0.952617169620773
"Stump Wood+Bark Volume","SP_WDBK_CV","WA",1256,11.4953821656051,1,65.8,0.451982135535843,22.1465135728591,-0.0833958967764774,-2.57166539610567,0.221707159566875,16.7306096102398,0.0233978034663239,0.459434518598592,0.929584886420896
"Total Stem Bark Volume","ST_BK_CV_TOT","WA",1213,11.2790601813685,1,65.8,3.84117809744223,30.325211489099,0.308099353372592,12.5678883387968,0.965909264069897,23.5557511263489,0.103432787419019,3.85193595753864,0.855604444966844
"Total Stem Wood Volume","ST_WD_CV_TOT","WA",3398,12.7444084755739,1,65.8,13.0782231773042,12.1043391116999,0.0765159605352109,1.36297337129206,5.1483618130758,9.30023103961295,0.451573646454344,13.0765225002383,0.985638162781789
"Total Stem Wood+Bark Volume","ST_WDBK_CV_TOT","WA",1256,11.4953821656051,1,65.8,7.40553781674615,10.2058245060501,0.574242159205282,3.26306839648152,2.99529066855239,7.85540512650088,0.292377159681045,7.42482864499957,0.994221424746954
"Sawlog Bark Volume","ST_BK_CV_SAW","WA",676,15.2272189349112,9,65.8,5.04005503623013,33.9339017312365,0.445322508654954,10.5410796365977,1.4861917667942,22.3048859091724,0.127976507081551,5.05597564797532,0.826820074286568
"Sawlog Wood Volume","ST_WD_CV_SAW","WA",677,15.2209748892171,9,65.8,12.4405566355969,14.2724907070734,-0.458426664390154,1.02230749377351,4.75729643941167,10.2733967540801,0.374376769759714,12.4398149767671,0.987692228800929
"Sawlog Wood+Bark Volume","ST_WDBK_CV_SAW","WA",713,15.4150070126227,9,65.8,9.85127305027359,13.870518521684,0.275797625326265,1.83567735639146,5.05539495434966,9.68400061252972,0.386179699759523,9.8482248871196,0.993286579294289
"Merch Stem Bark Volume","ST_BK_CV_MER","BC",59,7.87966101694915,5,14.6,0.396968976762652,28.6228707533885,0.093283223879013,9.50864075276051,0.238709782062562,21.4652180522088,0.0403848872001812,0.404493766168338,0.851311762017788
"Merch Stem Wood Volume","ST_WD_CV_MER","BC",59,7.87966101694915,5,14.6,0.701841974298892,8.80650315429288,-0.268574540493187,-3.5096667901872,0.530942058000246,7.64184076396547,0.0791083574257419,0.745899182579087,0.990146625016809
"Merch Stem Wood+Bark Volume","ST_WDBK_CV_MER","BC",59,7.87966101694915,5,14.6,0.766613523756519,9.3809496815594,-0.175291316614174,-1.71881560400858,0.524108055963373,7.03165778053737,0.0800087922317624,0.78003999021682,0.991628453157244
"Stump Bark Volume","SP_BK_CV","BC",73,7.06164383561644,2,14.6,0.0230452119819718,29.0664473368779,-0.00286354579436732,4.33913385540808,0.0127464292229778,22.2725398724578,0.00301361330227434,0.023065268191032,0.770692227622936
"Stump Wood Volume","SP_WD_CV","BC",63071,14.2143790331531,1,146.3,1.22750448293195,20.2998473058159,-0.164476115704661,3.44418405823802,0.363415620210497,15.5789733829931,0.0317511259593745,1.23846508155799,0.896424931459918
"Stump Wood+Bark Volume","SP_WDBK_CV","BC",73,7.06164383561644,2,14.6,0.0961957857909285,15.607581564529,-0.0204171001466723,-4.29487931388248,0.056119355330908,12.1723759950714,0.0116899277312616,0.0976919911683856,0.89179206336621
"Total Stem Bark Volume","ST_BK_CV_TOT","BC",73,7.06164383561644,2,14.6,0.371098510314028,23.9131707410672,0.0868281408304026,8.58856335740846,0.207597249960512,18.1962406254664,0.0385955213496873,0.37863800102092,0.872943689774227
"Total Stem Wood Volume","ST_WD_CV_TOT","BC",63071,14.2143790331531,1,146.3,16.8386078043417,10.4267423914085,0.267048879406397,1.15549607629556,5.05752519212876,7.84498050542304,0.41108415865394,16.840591805051,0.981478171420576
"Total Stem Wood+Bark Volume","ST_WDBK_CV_TOT","BC",73,7.06164383561644,2,14.6,0.688664299656215,6.73798524235043,-0.0223170224677926,0.434679503206523,0.389268942399235,4.92300051490983,0.0684517822277848,0.684295166642735,0.993770432820312
"Sawlog Bark Volume","ST_BK_CV_SAW","BC",9,11.0888888888889,9.1,14.6,0.666980306014517,31.1315226261655,0.298326424614666,19.6316407542101,0.568627819634473,26.8792388746121,0.0632212531045541,0.696011632206441,0.714841382102675
"Sawlog Wood Volume","ST_WD_CV_SAW","BC",9,11.0888888888889,9.1,14.6,2.05943328782993,13.7079126173809,-0.697877653932641,-1.93849265640573,1.7856299043807,12.4123737925593,0.180674639903123,2.06326124577634,0.953457897028341
"Sawlog Wood+Bark Volume","ST_WDBK_CV_SAW","BC",9,11.0888888888889,9.1,14.6,2.37479603166249,12.9289282431194,-0.399551229317976,0.913922403595083,1.91143112291064,11.563593419025,0.191515125897865,2.27435021733058,0.955621884380542
"Merch Stem Bark Volume","ST_BK_CV_MER","ID",1661,15.7468392534618,5,49.5,3.84238640533524,30.2969158475561,0.190406378806502,10.8936738477523,1.95305528246477,22.5133190758724,0.146954859916128,3.84594582591157,0.938733066287439
"Merch Stem Wood Volume","ST_WD_CV_MER","ID",1661,15.7468392534618,5,49.5,11.7129290519841,14.6580764317278,-0.379862602780419,1.70326702528169,5.82579003881957,10.2827205608279,0.437349773802094,11.7155625610416,0.979490884963368
"Merch Stem Wood+Bark Volume","ST_WDBK_CV_MER","ID",1697,15.7172657631114,5,49.5,12.0782268837359,13.208201028263,-0.233386934331645,2.08674833890096,6.07312314798692,9.252002500025,0.45331044641103,12.0769229752705,0.984115739891861
"Sawlog Bark Volume","ST_BK_CV_SAW","ID",1339,17.8303958177745,9,49.5,4.25499720457825,28.5271062454392,0.190778666000604,9.07829460629055,2.31751805303561,21.2538360370573,0.159930896576004,4.25768439705488,0.931544715410419
"Sawlog Wood Volume","ST_WD_CV_SAW","ID",1339,17.8303958177745,9,49.5,13.1678784857159,14.6011302036063,-0.685018213704668,1.19679491123519,7.28149851422283,11.0621408614369,0.494441027724998,13.1807730938324,0.976403410177703
"Sawlog Wood+Bark Volume","ST_WDBK_CV_SAW","ID",1368,17.796418128655,9,49.5,13.6150062327192,12.7299806460757,-0.549482232049949,1.25042013731336,7.58042731929469,9.79867144512289,0.514146131922427,13.6211167760874,0.981586908476031
"Stump Bark Volume","SP_BK_CV","ID",1796,14.8506681514477,2,49.5,0.208691709231792,47.4047002148318,-0.113307692422222,-10.3795181079163,0.144325417426634,33.0785070323866,0.0115446148066646,0.237416539215666,0.714694593983233
"Stump Wood Volume","SP_WD_CV","ID",2199,16.4039108685766,2,49.5,0.481813898938321,19.220598027277,-0.101650324821894,-0.714069273033098,0.260400533375928,13.5537247191875,0.0203417916085394,0.492312759811425,0.934210627114877
"Stump Wood+Bark Volume","SP_WDBK_CV","ID",1835,14.8239237057221,2,49.5,0.503373121397469,19.2142335091817,-0.186851978564641,-4.89283028374431,0.310331247272597,14.9794173570824,0.0240014678561465,0.536805436860623,0.939441832656545
"Total Stem Bark Volume","ST_BK_CV_TOT","ID",1801,14.8373126041088,2,49.5,3.76885393663283,29.3677991294246,0.0664402954832583,8.9681805967131,1.86458655269794,22.0146123282529,0.145401689194642,3.76839321655532,0.941945597975611
"Total Stem Wood Volume","ST_WD_CV_TOT","ID",2204,16.3894736842105,2,49.5,11.9526083805088,11.8553713236961,-0.708150127768388,0.760358459311957,6.16401939483046,8.9936480973642,0.441131582581354,11.9708605785149,0.979395406311152
"Total Stem Wood+Bark Volume","ST_WDBK_CV_TOT","ID",1840,14.8109239130435,2,49.5,11.6255705202047,10.4512991811453,-0.342316682474447,1.5089851067246,5.57200608500118,8.07407076549425,0.434661659944662,11.6274510289362,0.985336929551229
"Foliage","FOL_DW",NA,360,4.92805555555556,1,21.1,8.76888043182663,1026.86122191015,-0.473795973890447,110.680954301985,3.99971911253206,129.965864292533,0.933143175919899,8.76950136851976,0.832027956866961
"Foliage","FOL_DW","MN",821,7.28952496954933,1.1,26.9,13.2245863145247,237.649942711573,0.780387957686901,58.56764884913,5.5847864135799,77.334882878547,1.05172982244257,13.2395493969487,0.752172393445329
"Branches","BRT_WDBK_DW_TOT","MN",964,7.12831950207469,1.1,26.9,38.2245831243757,147.79090000029,4.44410145575037,29.3547762423944,18.8080574436287,49.5270976159474,3.43208673621494,38.4623596445338,0.873814747840541
"Merch Stem Bark Volume","ST_BK_CV_MER","GA",11825,10.3211078224101,5,32.6,1.12120448811247,29.1644007610275,-0.0404095849186417,5.08370911776813,0.653097584699236,20.1617057249532,0.0769742467406283,1.12188507882524,0.909412827434473
"Merch Stem Wood Volume","ST_WD_CV_MER","GA",11825,10.3211078224101,5,32.6,2.66789706017828,15.5449104886496,0.103798067340097,0.492797228386732,1.52682731522707,11.2430296504143,0.177179414347804,2.66980277267203,0.979345283514254
"Merch Stem Wood+Bark Volume","ST_WDBK_CV_MER","GA",11834,10.3187848571911,5,32.6,2.90730649549515,13.4122144649015,0.0628495437576681,0.181951882333463,1.64062012466098,9.66266213774925,0.190389016109885,2.90786293937483,0.9825993366474
"Stump Bark Volume","SP_BK_CV","GA",14173,9.00551753333804,1,32.6,0.0923005294710068,50.741499443474,-0.0113105193847511,5.13218166068145,0.0556081848057208,31.8902394705525,0.00736856913283535,0.0929877114976038,0.698496733111918
"Stump Wood Volume","SP_WD_CV","GA",14173,9.00551753333804,1,32.6,0.269984279642097,23.635996986128,2.00044245868558e-05,1.05321372739387,0.130923841599481,17.981760251568,0.0184953790427825,0.26997475561635,0.894424245215443
"Stump Wood+Bark Volume","SP_WDBK_CV","GA",14182,9.00441404597377,1,32.6,0.308953518989846,21.9976853391539,-0.0112512715809155,-0.567273650452509,0.153267582829707,16.5527559106796,0.0215839237872523,0.309147436485275,0.899578641196449
"Total Stem Bark Volume","ST_BK_CV_TOT","GA",14690,8.79357385976855,1,32.6,1.05133147690313,35.6953467306469,-0.0381935972589086,7.66106755730365,0.566139299788326,21.0549883779591,0.0739509706825606,1.05198925074479,0.922903010959743
"Total Stem Wood Volume","ST_WD_CV_TOT","GA",14718,8.78153281695883,1,32.6,2.39288935663217,14.3418114484575,0.146244683173545,0.139460499814656,1.23190358907121,10.5058126191635,0.159177811738943,2.3972730212653,0.983180521200861
"Total Stem Wood+Bark Volume","ST_WDBK_CV_TOT","GA",14699,8.79263895503095,1,32.6,2.57643200011183,11.6677308420885,0.107776460102097,0.468029879322455,1.29886165223051,8.60079496359014,0.167944812424365,2.57859768499854,0.986321178601474
"Merch Stem Bark Weight","ST_BK_DW_MER","GA",3103,10.2890750886239,5,30.2,22.6475636966763,30.0271277791044,3.93671579312306,14.5417660113402,13.3142650003491,23.4507521940814,1.74548053537738,22.9835718952648,0.904622154540665
"Merch Stem Wood Weight","ST_WD_DW_MER","GA",4216,9.45777988614801,5,30.2,86.0733493744784,16.4061917264382,-8.86907562725994,1.45224050789098,45.5488194175652,11.5980414135046,5.95969966246509,86.5189268996412,0.973896894704448
"Merch Stem Wood+Bark Weight","ST_WDBK_DW_MER","GA",3104,10.2897551546392,5,30.2,107.59482082339,16.7055987332245,-7.85066081265889,3.08012695046292,62.3681181100621,11.7395489788179,7.42142015956975,107.863565460364,0.97229578947901
"Stump Wood+Bark Weight","SP_WDBK_DW","GA",4258,8.31869422263974,1,30.2,6.41571923935895,24.7076708424568,-0.179173145905124,-5.58174421344903,3.62696904198582,19.6901918832371,0.498260442854144,6.41746753190628,0.934422433145868
"Total Stem Bark Weight","ST_BK_DW_TOT","GA",4257,8.31773549447968,1,30.2,20.6627172168166,34.3645071179483,2.70652417312768,10.1906492857268,10.8046767074884,23.7501088755431,1.6383170278302,20.8368150816094,0.920763940330738
"Total Stem Wood Weight","ST_WD_DW_TOT","GA",5734,7.81454482036972,1,30.2,77.6808900166223,17.7000199982438,-5.78969125766372,0.284308847095357,36.7742674580664,12.358104439092,5.47690345433691,77.8895938056615,0.977420191814873
"Total Stem Wood+Bark Weight","ST_WDBK_DW_TOT","GA",4258,8.31869422263974,1,30.2,96.8113113492769,16.6631359696602,-5.11871151358242,1.27456531040699,49.0295773241182,11.8737057195998,6.71208627346026,96.9351849350345,0.977347448266136
"Foliage","FOL_DW","MT",418,8.02416267942584,1,34,24.6867980366717,772.104443395026,-0.782264129097855,58.6081195985168,11.809640559311,90.793882526335,1.82759565619538,24.6696564392698,0.822730604105819
"Foliage","FOL_DW","ID",182,11.3142857142857,1.9,37,37.7269097331664,81.0342299771758,-5.15452612162557,16.5822441796844,18.4499083766461,42.7480923304817,2.22640907574437,37.974575962635,0.831395740338442
"Total Tree Wood+Bark+Foliage","TT_DW_ADJ","FL",629,5.26343402225755,1,21.9,62.1393360197361,22.3093868436544,-3.33868273650834,-8.2439884121234,27.1950296504278,18.1743369794497,5.75371725230977,62.179619621678,0.972532770906095
"Total Tree Wood+Bark","TT_WDBK_DW_ADJ","FL",671,5.64530551415797,1,21.9,63.1695896541646,23.5680658734241,-3.01914988363487,-9.18967889461453,28.8312845542668,18.5457239617706,5.67980431860129,63.1946626118287,0.972043590851739
"Foliage","FOL_DW","FL",675,5.45496296296296,1,21.9,6.86414523185233,144.290128286406,0.256685035958044,33.3093234923678,3.49406899140911,61.9681514795279,0.812159244784274,6.86386004844127,0.682444623893912
"Top and Branches","BRT_WDBK_DW_MER","FL",365,8.61260273972603,5,21.9,53.4001015622439,45.4679395765857,6.51592573566136,27.99165021314,21.9964323878192,35.787829187796,4.23203508434923,53.7235107953912,0.631925174342982
"Merch Stem Bark Weight","ST_BK_DW_MER","FL",779,8.71874197689345,5,21.9,24.3420451875085,41.2482671806363,-3.07917124841405,9.2443827014727,12.5139498901742,25.8173822908584,2.68749997735438,24.5205184253375,0.697295424929907
"Merch Stem Wood Weight","ST_WD_DW_MER","FL",957,8.43301985370951,5,21.9,55.6071404047301,16.4403872216309,-7.66526095225789,-1.29325046963318,32.7074531451415,12.6749842157959,5.02184088922273,56.1041816488006,0.952468299540444
"Merch Stem Wood+Bark Weight","ST_WDBK_DW_MER","FL",779,8.71874197689345,5,21.9,65.3307895010736,16.7242845077778,-10.6547358863748,-0.493494749923726,39.9858779982544,12.5024649012715,5.92890087068295,66.1525244476448,0.950805644188825
"Stump Wood+Bark Weight","SP_WDBK_DW","FL",1094,6.83281535648995,1,21.9,9.54070248298765,26.8839233745539,-1.18523882179105,-6.32085035933282,4.15402996199327,19.7671047153018,1.07396726799469,9.60971337194344,0.863725026860863
"Branches","BRT_WDBK_DW_TOT","FL",673,5.65289747399703,1,21.9,38.1746314550591,142.976701135266,2.32031375635254,30.2255165919988,11.6496516954105,70.4359215972074,3.05009169807871,38.2167628150537,0.698333753669874
"Total Stem Bark Weight","ST_BK_DW_TOT","FL",1094,6.83281535648995,1,21.9,22.6836435741279,34.6995238257435,-2.41465367878129,6.46395073137677,10.2163866890888,24.0516875707154,2.53356004907933,22.8014890323741,0.764317886441052
"Total Stem Wood Weight","ST_WD_DW_TOT","FL",1406,6.59210526315789,1,21.9,51.4660964504135,20.5729143040353,-5.82760594008566,-7.43664096041744,25.72920554201,15.588664369205,4.74580139502561,51.7767918850328,0.960972453504409
"Total Stem Wood+Bark Weight","ST_WDBK_DW_TOT","FL",1094,6.83281535648995,1,21.9,61.7125210195027,19.9824423928084,-8.22244239280191,-6.50710633937739,32.034860098496,14.9431475311337,5.66321184792433,62.229917300648,0.961035335061263
"Sawlog Bark Volume","ST_BK_CV_SAW","GA",5877,13.450757189042,9,32.6,1.46667560261398,28.7191996390042,-0.226404033608739,2.90409210749165,0.98349649176932,19.9814117057548,0.0932846880176157,1.48392388056408,0.85662346191296
"Sawlog Wood Volume","ST_WD_CV_SAW","GA",5877,13.450757189042,9,32.6,3.96542366071293,16.8624590220808,-0.510396962220956,-0.769816957607646,2.7891805565986,12.3575720829126,0.257002146685889,3.99780117736736,0.958770184304633
"Sawlog Wood+Bark Volume","ST_WDBK_CV_SAW","GA",5878,13.4505784280367,9,32.6,4.42882242852129,15.283003390666,-0.73684185108866,-1.06762001009931,3.10746521292581,11.2083007628749,0.286641364558867,4.48932813324934,0.962620674065875
"Merch Stem Bark Volume","ST_BK_CV_MER","NC",10833,11.3030277854703,5,48.7,1.58914631773455,35.7733707434041,-0.0691798012437241,6.18948789790111,0.862423646850173,23.5550992745082,0.091051014246678,1.59057811639066,0.908432223093685
"Merch Stem Wood Volume","ST_WD_CV_MER","NC",10833,11.3030277854703,5,48.7,4.41483548206398,17.2190820391761,0.247055789177237,2.67986426335519,2.15694073764235,12.3916004907016,0.227099012895403,4.42153929000767,0.975479498327573
"Merch Stem Wood+Bark Volume","ST_WDBK_CV_MER","NC",10866,11.3096171544267,5,48.7,4.93650778839968,14.9009605039964,0.173493210603386,1.59882760674782,2.36664796036454,10.6454899671298,0.250057563241199,4.93932853183622,0.977768455516222
"Sawlog Bark Volume","ST_BK_CV_SAW","NC",5719,14.7287987410386,9,48.7,2.09500376927511,37.4928294171047,-0.195728160841394,4.83551600456512,1.30522773139361,23.818516355198,0.110940343401489,2.1039445946198,0.873685406698184
"Sawlog Wood Volume","ST_WD_CV_SAW","NC",5719,14.7287987410386,9,48.7,6.24436190686981,19.0546877515151,-0.482240140185035,-0.00638814691596519,3.7564528800709,13.4553926197037,0.313494808529812,6.26241113245336,0.963730508134391
"Sawlog Wood+Bark Volume","ST_WDBK_CV_SAW","NC",5741,14.7352726005922,9,48.7,7.08193867422439,18.2464526584112,-0.684838592397487,-0.472359513595277,4.29276343548472,12.6274996547245,0.357228510571618,7.11436035069984,0.965427902015227
"Stump Bark Volume","SP_BK_CV","NC",11922,10.5329307163228,1,48.7,0.113746983399638,57.8697964339853,-0.00392081134976646,11.2101190662316,0.0663626496752102,35.8557070237827,0.00750133666857605,0.113809769976042,0.728293126800454
"Stump Wood Volume","SP_WD_CV","NC",11922,10.5329307163228,1,48.7,0.515227235635183,26.2253357426905,-0.0632079810311183,-0.52451978151544,0.19994251826713,18.3785814417494,0.0267797213188604,0.519068479955366,0.848756451035179
"Stump Wood+Bark Volume","SP_WDBK_CV","NC",11956,10.540306122449,1,48.7,0.575498672818616,24.9516565883603,-0.0668829436784544,-1.06051517610671,0.232320734188438,17.5577259721284,0.0303734553471294,0.579348210582814,0.855525771909242
"Total Stem Bark Volume","ST_BK_CV_TOT","NC",11922,10.5329307163228,1,48.7,1.57747315690012,41.7285469106723,-0.0721614052583364,7.06187146599242,0.836300072983106,23.4510511417323,0.0921450700167709,1.5790567133489,0.913219661266192
"Total Stem Wood Volume","ST_WD_CV_TOT","NC",11998,10.4764460743457,1,48.7,4.20745270771088,15.059667361289,0.21338996389608,2.52891687627479,1.95965453336727,11.1229617435703,0.216771317757269,4.21268537834004,0.978420780968066
"Total Stem Wood+Bark Volume","ST_WDBK_CV_TOT","NC",11956,10.540306122449,1,48.7,4.70160883895617,12.3116872987155,0.138217324181294,1.61333238737197,2.13021770562714,9.05259962530321,0.236173666683253,4.70344350771298,0.980543921227285
"Merch Stem Bark Weight","ST_BK_DW_MER","NC",717,10.2669456066946,5,23.1,30.2024170613646,31.1868961558175,-0.351464140425022,8.76281986507423,16.4861654515233,22.5708049196063,1.94544873782498,30.1833943991441,0.947110987793751
"Merch Stem Wood Weight","ST_WD_DW_MER","NC",979,9.55199182839632,5,23.1,93.3176031755214,20.2655206752349,-1.51573779166167,4.6048003008233,48.6818111129239,13.3567194087802,6.24100803926913,93.2822467249632,0.98218168720163
"Merch Stem Wood+Bark Weight","ST_WDBK_DW_MER","NC",724,10.2379834254144,5,23.1,118.122090559904,20.8769519302052,-3.1669301297372,5.17627964552439,66.9655531462062,13.7660483928046,7.86268383866979,118.082961778683,0.982748036303747
"Total Stem Bark Weight","ST_BK_DW_TOT","NC",1262,6.68415213946117,1,23.1,23.987227050252,36.1388704275526,-1.31366475786517,7.22050542525061,10.4089063912687,27.1049001962029,1.59140118934938,24.0136803501884,0.957426245256186
"Total Stem Wood Weight","ST_WD_DW_TOT","NC",1592,6.7179648241206,1,23.1,76.6965698995915,22.3348812171779,-0.822500524496188,4.19042427081688,32.7281935955628,14.7981898015941,5.23119473866698,76.6768895386247,0.984837256467659
"Merch Stem Bark Volume","ST_BK_CV_MER","MD",24,8.01666666666667,5,13.1,0.526926395808435,27.3737860857066,0.385643122747479,18.8516743187023,0.408799956507719,24.16705526819,0.0587896256867822,0.644052199189197,0.600259005396229
"Merch Stem Wood Volume","ST_WD_CV_MER","MD",24,8.01666666666667,5,13.1,1.50826969640289,27.8721390218809,0.631343595203429,0.664193653112585,0.948592642793643,18.4607072519347,0.162087582432846,1.60582864924822,0.916958140625395
"Merch Stem Wood+Bark Volume","ST_WDBK_CV_MER","MD",208,11.4004807692308,5,29.8,4.42687345278888,14.4960526448823,-0.0918228235401498,1.80817833556234,2.50889158379052,10.0334126861672,0.262445907096208,4.41717360413308,0.981349765500929
"Stump Bark Volume","SP_BK_CV","MD",32,7.034375,2.4,13.1,0.0311153536320157,25.032968312203,-0.0121040920975264,-9.85048624116464,0.0252613863943357,22.8608746404211,0.0044215426880094,0.0329305194866688,0.711683815280095
"Stump Wood Volume","SP_WD_CV","MD",32,7.034375,2.4,13.1,0.0647797416624978,19.8627630361793,0.0304159751269223,2.8317063824331,0.0463709513372952,15.0399197249773,0.00766338068905545,0.0706428234587448,0.913777677469124
"Stump Wood+Bark Volume","SP_WDBK_CV","MD",219,11.0922374429224,2.4,29.8,0.31717619876788,19.2565613526409,0.0909791068099751,12.0372856913721,0.195556210918731,18.233188632706,0.0200864314571215,0.329269759963364,0.928576362778048
